Date,Channel,Data Source,Campaign,Spend,CPM,CTR,CPC,Video Views,Impressions,Conversions,Conversion Rate
2024-02-01,Programmatic,Bing,Fundamental,4653.41,4.71,1.52,0.31,646015,987591,7640,50.9
2024-08-19,Programmatic,Google Search Ads,Mandatory,21835.8,63.0,2.0,3.15,130962,346623,2435,35.13
2023-03-24,Organic,Bing,Entreprise,3551.84,67.67,2.41,2.81,40883,52484,103,8.15
2023-07-02,Paid Social,Bing,Fundamental,5808.06,10.95,0.89,1.23,162938,530615,4187,88.67
2023-07-25,Paid Social,Google Search Ads,Fundamental,24911.58,30.02,1.08,2.78,173916,829752,6924,77.27
2023-07-07,Programmatic,LinkedIn,Seamless,5443.55,10.15,2.9,0.35,150286,536327,6243,40.14
2024-01-19,Paid Social,Google Search Ads,Optional,2695.84,14.21,0.7,2.03,157613,189720,224,16.87
2023-06-30,Paid Search,Facebook,Seamless,43137.36,49.9,2.64,1.89,803893,864553,18452,80.84
2024-04-23,Programmatic,Stack,Diverse,7743.75,15.52,2.07,0.75,222160,498800,8966,86.84
2024-06-17,Paid Social,LinkedIn,Fundamental,52288.74,128.67,4.93,2.61,241556,406374,11007,54.94
2024-04-06,Programmatic,Google Search Ads,Fundamental,142959.54,218.58,4.89,4.47,445185,654034,5752,17.99
2023-07-10,Organic,Facebook,Entreprise,29498.04,34.46,2.41,1.43,740680,855965,5263,25.51
2024-09-08,Organic,Google Search Ads,Fundamental,95396.4,167.11,4.22,3.96,48595,570857,10937,45.4
2024-09-17,Organic,Stack,Mandatory,14259.12,16.07,1.41,1.14,587273,887100,11421,91.31
2023-10-26,Programmatic,Google Search Ads,Mandatory,6797.44,7.31,1.7,0.43,387025,929884,13580,85.91
2023-09-04,Paid Search,Bing,Optional,46001.7,182.02,3.84,4.74,199546,252735,3323,34.24
2024-01-17,Programmatic,LinkedIn,Mandatory,12291.75,62.77,1.55,4.05,156620,195820,1926,63.46
2023-07-21,Programmatic,Google,Fundamental,584.28,2.78,1.03,0.27,93544,210181,1882,86.97
2024-07-17,Paid Search,Stack,Entreprise,3586.15,6.54,0.77,0.85,544709,548025,1781,42.21
2024-03-11,Programmatic,LinkedIn,Seamless,37133.7,168.09,4.1,4.1,14382,220916,6119,67.56
2023-05-31,Paid Social,LinkedIn,Seamless,103819.47,114.73,2.89,3.97,174949,904894,3723,14.24
2023-09-02,Paid Social,LinkedIn,Mandatory,27662.1,37.26,3.24,1.15,478844,742411,15548,64.64
2023-02-17,Paid Search,Google,Entreprise,109719.36,109.75,2.69,4.08,599249,999708,2131,7.92
2024-07-19,Paid Search,LinkedIn,Fundamental,12852.18,23.36,1.18,1.98,337062,550094,278,4.28
2024-10-28,Paid Social,Stack,Diverse,123614.4,141.57,3.63,3.9,425829,873169,24755,78.1
2024-09-02,Paid Social,Google Search Ads,Seamless,40503.36,68.08,3.66,1.86,168460,594980,12726,58.44
2023-11-01,Organic,Google,Optional,47951.55,107.12,3.16,3.39,204293,447651,6449,45.59
2023-11-26,Paid Search,Bing,Optional,33809.76,53.74,3.38,1.59,121635,629131,5235,24.62
2023-07-29,Paid Social,LinkedIn,Fundamental,4556.0,23.44,1.75,1.34,125503,194333,1162,34.18
2023-10-12,Programmatic,LinkedIn,Entreprise,83416.16,96.55,3.24,2.98,414481,863955,23485,83.9
2023-04-07,Paid Social,Stack,Entreprise,123727.44,125.29,3.94,3.18,187990,987523,24715,63.52
2023-06-04,Paid Social,LinkedIn,Diverse,1695.56,22.1,1.14,1.94,49230,76739,277,31.69
2024-08-10,Programmatic,Bing,Fundamental,11432.63,17.75,3.35,0.53,373638,643940,12824,59.45
2023-01-23,Organic,Google,Optional,3917.18,9.34,1.28,0.73,27462,419223,4814,89.71
2024-08-04,Paid Search,Stack,Diverse,1385.64,14.22,3.95,0.36,49264,97457,2391,62.12
2023-08-10,Programmatic,Stack,Seamless,19135.0,53.75,1.51,3.56,265945,355968,1861,34.62
2023-05-24,Paid Social,Google,Fundamental,939.61,121.88,2.82,4.33,5485,7709,168,77.42
2023-08-19,Paid Social,Stack,Seamless,20570.34,46.18,3.58,1.29,24917,445432,14456,90.66
2023-07-05,Paid Search,Google Search Ads,Optional,12837.27,124.11,4.58,2.71,40707,103432,2591,54.7
2024-01-02,Programmatic,Google Search Ads,Diverse,3900.1,76.75,3.57,2.15,16852,50815,328,18.08
2024-03-07,Programmatic,LinkedIn,Optional,6828.36,7.45,3.55,0.21,695979,915968,26910,82.76
2024-02-07,Paid Social,Amazon Ad,Seamless,31431.24,65.18,2.99,2.18,347543,482215,7773,53.91
2023-11-17,Paid Social,Bing,Mandatory,32193.2,127.66,4.91,2.6,243768,252180,11232,90.71
2024-08-30,Paid Social,Bing,Fundamental,2927.72,12.45,2.35,0.53,69128,235086,1520,27.52
2023-07-28,Paid Search,Amazon Ad,Seamless,27494.81,67.89,1.83,3.71,137159,405015,1775,23.95
2024-08-14,Paid Search,Amazon Ad,Entreprise,4423.8,14.01,0.64,2.19,273881,315729,1344,66.53
2024-05-12,Paid Search,Google,Seamless,16482.56,55.62,1.76,3.16,272105,296365,4890,93.75
2023-10-16,Paid Search,Bing,Entreprise,42539.44,93.25,3.76,2.48,265391,456201,9975,58.15
2024-11-17,Paid Social,Google Search Ads,Optional,4907.52,47.7,1.12,4.26,14582,102893,128,11.11
2024-03-16,Programmatic,Google Search Ads,Seamless,13336.07,47.8,1.06,4.51,56375,278970,257,8.69
2024-11-15,Paid Search,Bing,Optional,18934.8,71.04,1.91,3.72,22872,266524,3100,60.9
2023-04-25,Paid Search,Facebook,Mandatory,22819.0,37.23,0.98,3.8,270610,612847,3099,51.61
2023-12-28,Organic,Google,Entreprise,28232.82,34.75,1.17,2.97,125568,812502,8274,87.04
2024-09-25,Paid Social,Google,Diverse,8899.8,10.92,1.56,0.7,329195,815033,6534,51.39
2023-02-24,Programmatic,Bing,Mandatory,24149.92,27.41,0.92,2.98,479723,880914,7408,91.41
2024-01-20,Organic,LinkedIn,Optional,189703.0,200.6,4.72,4.25,438134,945685,15835,35.48
2024-11-29,Paid Search,Bing,Fundamental,58062.98,173.01,4.1,4.22,147174,335609,4687,34.06
2024-01-17,Organic,Facebook,Optional,39920.3,50.46,1.03,4.9,462388,791059,6304,77.38
2024-11-04,Paid Search,LinkedIn,Seamless,27748.15,30.21,1.14,2.65,559984,918510,5870,56.06
2024-07-29,Paid Search,Amazon Ad,Optional,3015.87,6.62,1.79,0.37,336605,455377,1540,18.89
2024-05-16,Paid Social,Amazon Ad,Entreprise,33286.53,95.75,2.5,3.83,333221,347658,8227,94.66
2024-08-22,Organic,LinkedIn,Seamless,63726.3,64.84,1.31,4.95,222363,982814,2412,18.74
2023-05-10,Organic,Amazon Ad,Diverse,35379.01,39.07,0.89,4.39,538263,905575,1826,22.66
2023-02-27,Organic,Google,Mandatory,8283.0,47.02,1.71,2.75,40294,176172,1405,46.65
2023-02-23,Programmatic,Amazon Ad,Optional,21620.92,37.07,1.12,3.31,544359,583292,359,5.5
2024-05-01,Paid Social,LinkedIn,Fundamental,19874.76,23.83,2.09,1.14,612701,834181,13534,77.63
2023-08-08,Programmatic,Bing,Mandatory,122622.5,159.6,4.56,3.5,527907,768324,16661,47.56
2024-01-17,Paid Social,LinkedIn,Fundamental,12487.68,22.17,0.77,2.88,511928,563238,1257,28.99
2023-09-11,Paid Search,Stack,Fundamental,9063.45,10.26,2.28,0.45,231488,883384,16204,80.45
2023-09-01,Programmatic,Stack,Seamless,44707.3,85.89,2.05,4.19,406285,520514,8509,79.75
2023-10-21,Organic,Google,Fundamental,48852.06,91.4,2.32,3.94,455866,534473,8327,67.16
2023-12-02,Organic,Facebook,Entreprise,15018.98,38.4,0.91,4.22,195657,391147,2377,66.79
2023-04-07,Paid Search,Facebook,Mandatory,13436.58,27.24,0.57,4.78,56176,493278,760,27.04
2024-10-30,Programmatic,Google Search Ads,Entreprise,4241.12,18.51,1.78,1.04,141915,229123,530,13.0
2023-08-24,Paid Search,Google,Seamless,44833.86,80.15,1.72,4.66,524959,559405,968,10.06
2023-02-10,Organic,Google,Seamless,23319.41,93.63,3.24,2.89,140261,249047,1402,17.38
2024-03-18,Organic,Bing,Optional,35315.28,68.64,2.4,2.86,249071,514503,11343,91.86
2024-02-06,Paid Search,Google,Mandatory,59369.67,63.08,1.63,3.87,292274,941194,14499,94.51
2024-07-11,Organic,Facebook,Seamless,74648.8,137.07,2.98,4.6,4417,544589,8905,54.87
2023-02-25,Paid Search,Facebook,Seamless,74208.0,130.2,4.34,3.0,240948,569958,22411,90.6
2024-04-03,Paid Search,Stack,Diverse,476.87,2.97,0.69,0.43,74151,160770,922,83.14
2024-01-08,Programmatic,Amazon Ad,Diverse,29555.82,67.91,2.31,2.94,245287,435223,1336,13.29
2024-06-17,Programmatic,Google,Mandatory,38755.44,75.69,1.66,4.56,67486,512004,7738,91.05
2024-04-14,Paid Social,Stack,Optional,97113.6,173.76,3.62,4.8,281578,558899,8456,41.8
2024-07-23,Paid Search,Google Search Ads,Diverse,13762.98,105.43,3.55,2.97,62246,130539,1562,33.71
2024-03-05,Paid Search,LinkedIn,Seamless,7796.8,43.83,2.74,1.6,132567,177876,1492,30.62
2023-05-01,Organic,Stack,Fundamental,94901.92,202.76,4.37,4.64,432035,468046,17172,83.96
2023-08-16,Paid Search,Google Search Ads,Fundamental,8059.2,18.69,1.28,1.46,51424,431314,351,6.36
2024-01-23,Paid Search,Facebook,Diverse,10142.1,19.82,1.12,1.77,303307,511642,784,13.68
2023-02-15,Programmatic,Google,Fundamental,65709.0,95.25,2.16,4.41,280204,689829,8955,60.1
2024-08-14,Programmatic,Bing,Mandatory,12842.77,78.89,4.84,1.63,37230,162795,1275,16.18
2024-10-08,Paid Social,Amazon Ad,Optional,31190.76,59.61,2.88,2.07,275644,523220,14079,93.44
2023-05-21,Paid Search,Stack,Optional,1057.68,52.83,2.26,2.34,792,20021,392,86.73
2024-10-29,Paid Search,Bing,Seamless,70239.64,113.29,2.92,3.88,87231,619977,9616,53.12
2024-08-26,Paid Search,Amazon Ad,Entreprise,2646.82,14.29,0.63,2.27,118198,185228,910,78.04
2023-02-28,Organic,Stack,Seamless,28524.36,51.36,1.1,4.67,352683,555333,5909,96.74
2023-05-26,Programmatic,LinkedIn,Diverse,27438.66,69.6,3.08,2.26,343269,394217,3320,27.35
2024-05-18,Paid Search,Facebook,Diverse,123867.94,201.37,4.64,4.34,367497,615124,16602,58.17
2023-08-03,Organic,Bing,Entreprise,127869.42,198.51,4.11,4.83,257945,644160,8684,32.8
2024-02-09,Organic,Google,Fundamental,25121.34,35.47,0.73,4.86,392284,708169,4988,96.5
2023-08-12,Organic,Facebook,Optional,116019.2,146.67,3.56,4.12,278806,791031,17646,62.66
2024-06-02,Programmatic,Amazon Ad,Entreprise,24617.6,30.01,1.34,2.24,219809,820193,5504,50.08
2023-04-26,Programmatic,Stack,Optional,2941.38,11.82,1.01,1.17,1819,248912,1724,68.58
2024-09-02,Programmatic,Amazon Ad,Fundamental,16290.4,17.56,4.39,0.4,192049,927700,23925,58.75
2023-04-11,Paid Search,Amazon Ad,Entreprise,36785.31,56.45,1.94,2.91,643257,651606,10642,84.19
2023-11-24,Organic,Facebook,Fundamental,15553.18,166.59,4.72,3.53,41727,93364,2763,62.71
2023-04-04,Paid Search,Bing,Entreprise,92034.57,111.74,3.84,2.91,664056,823636,21260,67.22
2023-04-26,Programmatic,Facebook,Optional,40275.24,107.67,4.85,2.22,104976,374071,11823,65.17
2023-10-19,Paid Search,Facebook,Diverse,53849.67,80.18,1.66,4.83,300119,671628,3623,32.5
2024-02-18,Paid Social,LinkedIn,Mandatory,8204.56,59.97,1.53,3.92,24284,136811,252,12.04
2023-07-13,Paid Social,Amazon Ad,Optional,38224.16,39.17,2.88,1.36,901459,975905,7722,27.47
2024-11-12,Organic,Google,Optional,98869.12,169.36,3.65,4.64,324509,583790,11115,52.16
2023-03-09,Organic,LinkedIn,Fundamental,20278.36,24.31,2.23,1.09,478118,834263,16247,87.33
2023-06-29,Paid Search,Amazon Ad,Seamless,1285.2,2.55,0.5,0.51,55324,504142,2217,87.98
2024-10-09,Paid Social,Google,Diverse,50626.17,73.6,2.82,2.61,85370,687837,1584,8.17
2023-05-22,Organic,Amazon Ad,Mandatory,4296.96,12.8,1.0,1.28,15253,335716,1693,50.43
2024-09-20,Paid Social,Google Search Ads,Entreprise,33845.88,60.16,2.18,2.76,63395,562565,11506,93.83
2023-04-12,Paid Search,Google,Optional,1173.84,146.31,3.35,4.38,2253,8023,127,47.39
2023-03-13,Programmatic,Bing,Optional,11479.22,11.57,0.65,1.78,115909,992187,1398,21.68
2023-02-23,Paid Social,Stack,Seamless,142580.64,186.82,4.48,4.17,240698,763215,13148,38.45
2023-08-05,Paid Social,LinkedIn,Optional,73125.24,131.89,3.79,3.48,251480,554433,4254,20.24
2024-05-22,Programmatic,Google Search Ads,Entreprise,3831.8,26.65,1.12,2.38,60865,143759,1399,86.89
2023-11-30,Paid Search,Stack,Seamless,12449.9,54.97,4.78,1.15,123633,226503,3027,27.96
2023-07-09,Organic,Bing,Seamless,2060.1,9.45,0.7,1.35,28922,218049,195,12.78
2023-11-03,Organic,Stack,Diverse,124693.14,142.86,3.33,4.29,615500,872865,5387,18.53
2023-01-23,Programmatic,Stack,Mandatory,104478.15,153.61,3.85,3.99,302395,680146,4533,17.31
2023-07-31,Programmatic,Google Search Ads,Fundamental,16902.84,95.27,4.02,2.37,140392,177416,6132,85.98
2023-07-30,Programmatic,Google Search Ads,Seamless,85747.2,129.64,4.63,2.8,644636,661432,13885,45.34
2023-11-10,Organic,Amazon Ad,Seamless,14201.01,21.4,2.46,0.87,481534,663551,6578,40.3
2024-07-04,Programmatic,Bing,Mandatory,76849.0,77.72,2.32,3.35,336043,988834,8,0.03
2024-01-13,Organic,Google Search Ads,Entreprise,18885.9,29.79,1.01,2.95,317190,633864,740,11.56
2023-07-28,Organic,Stack,Diverse,11785.5,27.22,1.21,2.25,199638,432898,2240,42.76
2023-12-22,Paid Social,Bing,Entreprise,11186.62,59.46,1.9,3.13,115511,188131,1359,38.02
2023-10-12,Programmatic,LinkedIn,Seamless,71870.22,101.89,2.22,4.59,66796,705344,9091,58.06
2023-11-26,Paid Search,Facebook,Diverse,91686.4,156.93,4.13,3.8,475313,584233,1664,6.9
2024-12-09,Paid Search,LinkedIn,Optional,63490.32,72.16,3.31,2.18,857994,879908,20501,70.39
2024-01-11,Paid Social,Google Search Ads,Entreprise,152708.59,220.12,4.52,4.87,509527,693744,2911,9.28
2024-02-02,Paid Social,LinkedIn,Optional,56838.24,86.37,1.83,4.72,52826,658052,3370,27.99
2023-02-17,Paid Social,Google Search Ads,Optional,23670.44,50.79,4.66,1.09,266573,466012,717,3.3
2024-02-15,Paid Search,Facebook,Entreprise,17410.01,19.95,3.27,0.61,123901,872844,8806,30.85
2024-07-03,Paid Social,Google Search Ads,Optional,87804.8,214.36,4.66,4.6,15694,409617,2162,11.33
2024-09-07,Organic,Stack,Seamless,5361.12,50.28,4.93,1.02,6299,106626,1057,20.11
2023-11-04,Organic,Stack,Fundamental,20532.94,43.33,0.94,4.61,193814,473898,2700,60.62
2023-07-07,Programmatic,LinkedIn,Optional,31818.2,68.99,1.5,4.6,35423,461198,1612,23.3
2023-09-08,Paid Social,Stack,Seamless,4273.35,5.77,0.62,0.93,102837,741189,943,20.52
2023-11-19,Paid Search,Bing,Diverse,126343.8,129.6,4.0,3.24,831105,974884,16488,42.28
2023-07-06,Paid Social,LinkedIn,Entreprise,23254.78,25.61,1.32,1.94,336751,908148,8178,68.22
2024-05-11,Paid Search,LinkedIn,Diverse,26504.27,30.59,1.81,1.69,523243,866519,13146,83.82
2024-10-23,Paid Social,Facebook,Diverse,22182.16,23.56,3.06,0.77,721384,941446,1639,5.69
2023-04-08,Programmatic,Facebook,Optional,197681.51,200.33,4.08,4.91,105443,986791,36737,91.25
2023-11-19,Paid Search,Stack,Entreprise,81885.22,92.5,2.33,3.97,460329,885239,17459,84.65
2023-11-08,Paid Social,Facebook,Entreprise,293.46,32.56,4.46,0.73,437,9014,23,5.72
2023-06-10,Organic,LinkedIn,Fundamental,14277.36,57.9,4.67,1.24,51273,246570,10323,89.66
2023-05-21,Organic,Stack,Fundamental,16615.04,101.08,2.43,4.16,97845,164372,3957,99.07
2024-12-06,Organic,Facebook,Diverse,13933.15,61.51,1.87,3.29,24858,226501,2461,58.11
2023-10-30,Paid Social,LinkedIn,Fundamental,10039.8,16.88,1.94,0.87,472152,594853,1981,17.17
2023-01-31,Programmatic,LinkedIn,Optional,70035.96,146.16,3.27,4.47,359484,479168,2220,14.17
2023-12-12,Organic,Google Search Ads,Mandatory,26722.14,99.67,4.49,2.22,213783,268104,3366,27.96
2024-03-28,Programmatic,Facebook,Fundamental,24501.26,40.62,2.69,1.51,203914,603213,3211,19.79
2023-06-08,Paid Social,Bing,Fundamental,76316.11,138.63,3.44,4.03,162542,550498,13417,70.85
2023-11-01,Programmatic,Google,Diverse,27180.8,76.88,2.48,3.1,279286,353558,5870,66.95
2023-08-09,Paid Social,Bing,Entreprise,19558.92,132.38,3.16,4.19,23965,147747,272,5.83
2024-05-11,Organic,Google,Fundamental,41224.17,45.26,3.21,1.41,339652,910816,5784,19.78
2024-05-23,Organic,Amazon Ad,Fundamental,129553.56,169.3,4.06,4.17,113972,765237,10132,32.61
2023-11-06,Paid Search,Bing,Entreprise,33376.2,103.81,2.42,4.29,235219,321513,2440,31.36
2024-12-28,Organic,Amazon Ad,Diverse,13400.1,22.14,4.92,0.45,123533,605257,10896,36.59
2024-07-28,Paid Social,Amazon Ad,Mandatory,22425.0,42.5,3.08,1.38,333280,527626,11066,68.1
2024-01-26,Organic,Amazon Ad,Optional,4962.75,5.12,2.05,0.25,14471,968361,8757,44.11
2024-05-01,Paid Social,LinkedIn,Optional,14372.96,133.49,4.07,3.28,10624,107668,3964,90.46
2023-03-20,Paid Social,LinkedIn,Fundamental,152192.64,180.04,3.63,4.96,597490,845304,4445,14.49
2024-03-02,Programmatic,Google Search Ads,Optional,33151.4,97.34,3.14,3.1,57374,340589,706,6.6
2024-09-03,Paid Social,Amazon Ad,Diverse,13048.56,20.41,0.81,2.52,128030,639346,1179,22.77
2024-03-08,Paid Search,Facebook,Diverse,28874.4,82.67,1.95,4.24,237529,349273,6126,89.96
2024-12-26,Paid Social,Amazon Ad,Diverse,157255.02,163.29,3.36,4.86,474494,963028,17635,54.5
2024-09-21,Programmatic,Facebook,Diverse,3780.43,62.22,3.16,1.97,19251,60757,931,48.51
2024-06-10,Paid Social,Bing,Fundamental,21570.35,34.28,2.27,1.51,389792,629306,8353,58.47
2024-08-29,Organic,Google Search Ads,Fundamental,11550.0,52.4,2.62,2.0,219595,220424,2281,39.5
2023-01-21,Paid Search,Google Search Ads,Optional,55474.16,75.83,4.71,1.61,536528,731560,9141,26.53
2024-03-05,Organic,LinkedIn,Seamless,8217.65,25.55,4.82,0.53,96043,321687,10877,70.15
2023-08-06,Programmatic,Google Search Ads,Optional,21426.7,25.9,1.4,1.85,765532,827304,7939,68.55
2024-12-28,Organic,Google,Optional,30858.67,75.12,2.4,3.13,239613,410799,585,5.93
2024-08-06,Programmatic,LinkedIn,Fundamental,81113.2,170.86,3.48,4.91,264065,474740,5181,31.36
2024-10-28,Paid Search,Google Search Ads,Fundamental,136403.28,197.59,4.0,4.94,500633,690322,13367,48.41
2023-12-18,Paid Social,Google,Optional,10782.72,14.93,3.11,0.48,527119,722323,17991,80.09
2024-10-30,Paid Search,LinkedIn,Fundamental,45215.44,68.95,1.75,3.94,139016,655781,3255,28.36
2023-02-25,Organic,Amazon Ad,Optional,40954.08,54.12,2.2,2.46,189487,756755,7223,43.39
2024-09-16,Paid Search,Facebook,Mandatory,167611.5,169.75,4.85,3.5,236736,987414,31654,66.1
2024-08-16,Programmatic,Bing,Seamless,8999.76,89.12,1.83,4.87,36781,100989,1014,54.87
2023-03-24,Programmatic,Stack,Entreprise,22853.2,37.16,4.89,0.76,598836,614939,12192,40.55
2023-12-30,Paid Social,LinkedIn,Optional,6520.58,10.91,1.02,1.07,187984,597477,943,15.47
2023-06-23,Paid Social,Amazon Ad,Optional,25372.64,100.98,2.91,3.47,137924,251272,5486,75.03
2024-07-09,Organic,Bing,Mandatory,47050.08,76.91,1.84,4.18,539817,611743,8246,73.26
2024-06-29,Paid Search,Google Search Ads,Diverse,19912.75,114.67,4.17,2.75,5954,173653,731,10.1
2023-03-19,Programmatic,Facebook,Optional,8963.24,30.17,2.11,1.43,43121,297100,2300,36.69
2023-11-25,Programmatic,Google,Optional,4642.83,54.73,2.31,2.37,19100,84834,1008,51.45
2023-07-19,Paid Search,Facebook,Fundamental,882.57,109.6,2.72,4.03,7639,8053,46,21.0
2023-07-23,Organic,Bing,Seamless,100886.03,110.56,2.98,3.71,49052,912539,18960,69.72
2024-12-26,Organic,Facebook,Entreprise,2586.6,16.87,1.25,1.35,50587,153334,1454,75.89
2023-05-14,Paid Search,Google,Mandatory,67520.6,219.9,4.62,4.76,286108,307049,12798,90.22
2024-01-17,Paid Social,Google Search Ads,Mandatory,58314.42,58.76,1.66,3.54,423261,992393,12091,73.4
2023-12-05,Programmatic,Amazon Ad,Diverse,12086.73,17.94,2.6,0.69,331389,673767,5196,29.66
2024-04-27,Paid Search,Amazon Ad,Fundamental,143687.7,165.36,4.24,3.9,669652,868952,18108,49.15
2024-09-10,Programmatic,Google Search Ads,Diverse,4151.85,91.63,2.06,4.45,186,45310,26,2.79
2024-12-14,Organic,Stack,Entreprise,4909.41,65.22,2.5,2.61,18399,75269,1574,83.68
2024-10-03,Paid Search,Stack,Diverse,808.98,34.96,0.84,4.17,4614,23137,88,45.36
2024-10-06,Paid Search,Stack,Fundamental,5802.6,25.45,0.67,3.8,28701,227970,706,46.23
2023-06-06,Paid Search,LinkedIn,Mandatory,5697.36,27.3,0.74,3.69,35042,208694,338,21.89
2023-10-22,Paid Search,Bing,Fundamental,8672.4,107.89,2.18,4.95,2867,80382,1205,68.78
2023-03-17,Paid Social,Amazon Ad,Optional,42597.24,57.83,2.43,2.38,453506,736581,6447,36.02
2023-03-11,Paid Social,Facebook,Mandatory,28203.04,66.77,1.36,4.91,193635,422387,1939,33.76
2024-08-04,Paid Social,Amazon Ad,Diverse,14789.3,63.47,4.47,1.42,130917,233013,9972,95.75
2024-07-10,Programmatic,LinkedIn,Entreprise,27135.0,84.15,3.74,2.25,300384,322478,5002,41.48
2023-11-04,Paid Social,Google,Mandatory,8611.68,13.44,0.8,1.68,380452,640844,789,15.39
2024-04-21,Programmatic,Facebook,Seamless,15634.3,75.95,1.63,4.66,51374,205852,3112,92.76
2023-06-26,Paid Search,Amazon Ad,Entreprise,28532.2,107.23,3.24,3.31,58142,266078,7110,82.48
2023-06-23,Organic,Stack,Fundamental,10732.34,72.21,1.56,4.63,125211,148635,2012,86.8
2023-04-17,Organic,Amazon Ad,Fundamental,118205.28,133.72,3.23,4.14,600192,883987,15051,52.71
2024-12-16,Programmatic,Stack,Diverse,126403.2,139.39,3.52,3.96,658091,906829,17965,56.28
2023-11-21,Paid Social,Bing,Diverse,66899.84,168.88,3.77,4.48,189745,396127,10818,72.44
2023-05-26,Programmatic,LinkedIn,Seamless,8650.53,20.7,1.0,2.07,408736,417911,1980,47.38
2023-06-26,Programmatic,LinkedIn,Seamless,14774.4,26.89,3.32,0.81,506533,549426,6508,35.68
2023-11-12,Paid Social,Google,Entreprise,25450.98,28.25,4.87,0.58,92877,901050,33318,75.93
2024-01-08,Paid Social,LinkedIn,Diverse,7374.51,34.73,0.81,4.29,5384,212329,656,38.16
2023-12-16,Paid Social,Stack,Entreprise,12746.49,24.82,1.03,2.41,238924,513520,3454,65.31
2023-11-12,Paid Search,Facebook,Fundamental,12801.8,204.24,4.22,4.84,59887,62681,404,15.27
2023-10-02,Organic,LinkedIn,Fundamental,1925.6,3.22,1.11,0.29,561510,598245,2211,33.3
2024-08-04,Paid Search,Google,Entreprise,64970.85,68.93,2.29,3.01,481174,942588,7368,34.13
2023-12-10,Paid Search,Bing,Mandatory,41448.34,58.64,2.69,2.18,391279,706813,18470,97.14
2024-07-04,Paid Search,Amazon Ad,Fundamental,10918.08,124.82,4.08,3.06,40072,87470,2073,58.1
2024-12-03,Programmatic,Google,Entreprise,80125.25,112.71,3.9,2.89,220201,710915,17200,62.04
2024-06-05,Paid Search,Facebook,Mandatory,28690.2,82.33,4.99,1.65,139076,348467,13041,75.0
2024-06-13,Organic,Google,Fundamental,83943.84,84.49,2.36,3.58,115054,993589,17936,76.49
2024-10-25,Organic,LinkedIn,Diverse,23655.48,35.71,0.96,3.72,447005,662480,3011,47.35
2024-11-23,Programmatic,Facebook,Diverse,4643.85,76.81,2.06,3.73,2091,60462,812,65.22
2024-10-23,Programmatic,Facebook,Entreprise,9366.06,12.56,1.82,0.69,600476,745845,5993,44.15
2023-04-01,Paid Social,Google Search Ads,Fundamental,19772.8,43.51,2.94,1.48,81876,454448,1188,8.89
2023-01-09,Organic,Google,Seamless,15796.48,20.42,3.19,0.64,762183,773755,7066,28.63
2023-04-11,Programmatic,Amazon Ad,Optional,36999.65,104.64,3.24,3.23,15443,353580,10144,88.56
2023-08-26,Organic,Facebook,Diverse,33304.64,139.7,3.51,3.98,46826,238409,1347,16.1
2024-10-07,Paid Social,Facebook,Optional,16570.02,35.6,2.0,1.78,243334,465464,3506,37.66
2023-11-10,Organic,LinkedIn,Fundamental,14157.6,85.41,3.14,2.72,85083,165769,1661,31.91
2024-04-22,Programmatic,Stack,Optional,6265.6,24.96,1.95,1.28,247722,251074,3626,74.08
2024-08-02,Paid Search,Google Search Ads,Mandatory,3380.86,53.45,2.01,2.66,28588,63258,1035,81.43
2024-09-12,Organic,Amazon Ad,Mandatory,1558.55,31.97,1.05,3.05,38617,48743,366,71.62
2023-10-04,Paid Search,LinkedIn,Diverse,14872.42,134.28,3.87,3.47,80157,110753,1644,38.36
2024-06-18,Paid Search,LinkedIn,Mandatory,68998.58,84.73,3.56,2.38,572566,814372,5755,19.85
2024-04-28,Paid Search,LinkedIn,Mandatory,9248.0,63.57,2.2,2.89,37440,145477,2098,65.56
2024-08-13,Paid Search,Bing,Entreprise,4553.64,54.21,1.95,2.78,56211,84006,1590,97.07
2023-08-17,Organic,Stack,Optional,73017.84,85.41,2.49,3.43,196687,854959,5621,26.4
2023-01-25,Paid Social,Google,Diverse,39359.61,44.34,2.72,1.63,755215,887773,7005,29.01
2023-07-25,Organic,Facebook,Entreprise,9406.32,54.59,3.25,1.68,149256,172302,397,7.09
2024-06-17,Paid Search,Facebook,Seamless,12710.72,52.26,1.42,3.68,151525,243241,141,4.08
2024-03-08,Programmatic,Google,Fundamental,128363.61,133.19,4.74,2.81,97567,963755,37073,81.16
2023-03-21,Programmatic,Facebook,Fundamental,101444.47,186.62,4.33,4.31,445410,543587,21731,92.33
2023-11-06,Paid Search,Facebook,Entreprise,18135.06,80.57,1.97,4.09,181795,225085,1631,36.78
2023-04-06,Paid Search,Facebook,Mandatory,699.6,4.98,0.94,0.53,69324,140528,760,57.58
2023-06-14,Programmatic,Google,Mandatory,6954.48,18.41,2.36,0.78,39895,377799,459,5.15
2024-04-12,Organic,LinkedIn,Seamless,8295.21,22.74,0.57,3.99,254222,364811,1829,87.97
2023-07-09,Organic,Bing,Fundamental,7714.5,8.88,0.8,1.11,372963,868834,3293,47.38
2023-06-27,Organic,Facebook,Diverse,12552.09,63.99,2.57,2.49,58802,196164,449,8.91
2023-05-05,Paid Search,Stack,Entreprise,124095.79,184.17,4.57,4.03,504814,673820,14559,47.28
2024-01-10,Organic,Stack,Optional,35456.25,58.0,4.64,1.25,543952,611317,22747,80.19
